index,date,year,month,day,meantemp,humidity,wind_speed,meanpressure
1,2013-01-01,2013,Jan,01,10.0,84.5,0.0,1015.6666666666666
2,2013-01-02,2013,Jan,02,7.4,92.0,2.98,1017.8
3,2013-01-03,2013,Jan,03,7.166666666666667,87.0,4.633333333333334,1018.6666666666666
4,2013-01-04,2013,Jan,04,8.666666666666666,71.33333333333333,1.2333333333333334,1017.1666666666666
5,2013-01-05,2013,Jan,05,6.0,86.83333333333333,3.7,1016.5
6,2013-01-06,2013,Jan,06,7.0,82.8,1.48,1018.0
7,2013-01-07,2013,Jan,07,7.0,78.6,6.3,1020.0
8,2013-01-08,2013,Jan,08,8.857142857142858,63.71428571428572,7.142857142857143,1018.7142857142856
9,2013-01-09,2013,Jan,09,14.0,51.25,12.5,1017.0
10,2013-01-10,2013,Jan,10,11.0,62.0,7.399999999999999,1015.6666666666666
11,2013-01-11,2013,Jan,11,15.714285714285714,51.285714285714285,10.571428571428571,1016.1428571428572
12,2013-01-12,2013,Jan,12,14.0,74.0,13.228571428571428,1015.5714285714286
13,2013-01-13,2013,Jan,13,15.833333333333334,75.16666666666667,4.633333333333334,1013.3333333333334
14,2013-01-14,2013,Jan,14,12.833333333333334,88.16666666666667,0.6166666666666667,1015.1666666666666
15,2013-01-15,2013,Jan,15,14.714285714285714,71.85714285714286,0.5285714285714286,1015.8571428571428
16,2013-01-16,2013,Jan,16,13.833333333333334,86.66666666666667,0.0,1016.6666666666666
17,2013-01-17,2013,Jan,17,16.5,80.83333333333333,5.250000000000001,1015.8333333333334
18,2013-01-18,2013,Jan,18,13.833333333333334,92.16666666666669,8.950000000000001,1014.5
19,2013-01-19,2013,Jan,19,12.5,76.66666666666667,5.883333333333333,1011.1045475940377
20,2013-01-20,2013,Jan,20,11.285714285714286,75.28571428571429,8.471428571428572,1020.2857142857144
21,2013-01-21,2013,Jan,21,11.2,77.0,2.22,1011.1045475940377
22,2013-01-22,2013,Jan,22,9.5,79.66666666666667,3.083333333333333,1011.1045475940377
23,2013-01-23,2013,Jan,23,14.0,60.16666666666666,4.016666666666667,1020.5
24,2013-01-24,2013,Jan,24,13.833333333333334,60.66666666666666,6.166666666666667,1020.5
25,2013-01-25,2013,Jan,25,12.25,67.0,5.55,1011.1045475940377
26,2013-01-26,2013,Jan,26,12.666666666666666,64.16666666666667,6.800000000000001,1019.6666666666666
27,2013-01-27,2013,Jan,27,12.857142857142858,65.57142857142857,5.557142857142857,1018.1428571428572
28,2013-01-28,2013,Jan,28,14.833333333333334,56.0,3.7,1017.8333333333334
29,2013-01-29,2013,Jan,29,14.125,65.5,3.2375,1016.625
30,2013-01-30,2013,Jan,30,14.714285714285714,70.42857142857143,1.0571428571428572,1017.8571428571428
31,2013-01-31,2013,Jan,31,16.2,65.6,2.96,1018.4
32,2013-02-01,2013,Feb,01,16.0,73.0,2.22,1016.0
33,2013-02-02,2013,Feb,02,16.285714285714285,77.57142857142857,1.3285714285714287,1017.1428571428572
34,2013-02-03,2013,Feb,03,18.0,65.57142857142857,1.8571428571428568,1015.2857142857144
35,2013-02-04,2013,Feb,04,17.428571428571427,74.28571428571429,11.114285714285714,1014.5714285714286
36,2013-02-05,2013,Feb,05,16.625,92.375,9.725,1016.375
37,2013-02-06,2013,Feb,06,16.666666666666668,71.33333333333333,8.633333333333333,1018.6666666666666
38,2013-02-07,2013,Feb,07,15.6,59.4,10.74,1018.6
39,2013-02-08,2013,Feb,08,14.0,70.42857142857143,9.257142857142856,1017.1428571428572
40,2013-02-09,2013,Feb,09,15.428571428571429,61.285714285714285,9.257142857142856,1016.8571428571428
41,2013-02-10,2013,Feb,10,15.25,71.5,3.475,1017.125
42,2013-02-11,2013,Feb,11,15.875,70.5,5.325,1016.5
43,2013-02-12,2013,Feb,12,15.333333333333334,70.33333333333333,7.416666666666667,1017.5
44,2013-02-13,2013,Feb,13,16.285714285714285,70.14285714285714,6.085714285714287,1016.0
45,2013-02-14,2013,Feb,14,17.333333333333332,63.833333333333336,4.333333333333333,1014.1666666666666
46,2013-02-15,2013,Feb,15,19.166666666666668,65.33333333333333,10.183333333333335,1011.6666666666666
47,2013-02-16,2013,Feb,16,14.428571428571429,92.71428571428572,8.485714285714286,1008.0
48,2013-02-17,2013,Feb,17,13.666666666666666,90.0,0.0,1012.6666666666666
49,2013-02-18,2013,Feb,18,15.6,78.4,12.220000000000002,1016.2
50,2013-02-19,2013,Feb,19,15.857142857142858,82.0,5.814285714285715,1015.7142857142856
51,2013-02-20,2013,Feb,20,17.714285714285715,74.71428571428571,5.814285714285715,1017.0
52,2013-02-21,2013,Feb,21,20.0,67.28571428571429,6.614285714285714,1015.4285714285714
53,2013-02-22,2013,Feb,22,20.5,65.625,10.875000000000002,1016.0
54,2013-02-23,2013,Feb,23,17.428571428571427,74.85714285714286,9.257142857142856,1017.0
55,2013-02-24,2013,Feb,24,16.857142857142858,78.85714285714286,7.400000000000001,1018.8571428571428
56,2013-02-25,2013,Feb,25,16.875,72.875,4.6375,1018.25
57,2013-02-26,2013,Feb,26,17.857142857142858,70.0,17.587500000000002,1015.1428571428572
58,2013-02-27,2013,Feb,27,20.8,57.2,6.660000000000001,1015.2
59,2013-02-28,2013,Feb,28,19.428571428571427,52.85714285714285,12.957142857142856,1017.4285714285714
60,2013-03-01,2013,March,01,17.333333333333332,49.333333333333336,24.066666666666663,1016.3333333333334
61,2013-03-02,2013,March,02,19.0,54.0,15.725,1016.25
62,2013-03-03,2013,March,03,19.33333333333333,62.833333333333336,8.633333333333333,1016.1666666666666
63,2013-03-04,2013,March,04,17.6,71.0,5.5600000000000005,1015.8
64,2013-03-05,2013,March,05,20.875,61.875,4.1625000000000005,1016.375
65,2013-03-06,2013,March,06,20.857142857142858,65.28571428571429,6.871428571428573,1015.7142857142856
66,2013-03-07,2013,March,07,23.428571428571427,57.142857142857146,8.728571428571428,1015.2857142857144
67,2013-03-08,2013,March,08,24.166666666666668,44.833333333333336,7.1000000000000005,1014.8333333333334
68,2013-03-09,2013,March,09,25.428571428571427,49.71428571428572,5.285714285714286,1009.2857142857144
69,2013-03-10,2013,March,10,23.142857142857142,57.57142857142857,4.228571428571429,1008.0
70,2013-03-11,2013,March,11,24.0,66.33333333333333,0.9333333333333332,1011.1666666666666
71,2013-03-12,2013,March,12,23.5,62.5,4.933333333333334,1011.5
72,2013-03-13,2013,March,13,21.5,70.5,5.55,1009.0
73,2013-03-14,2013,March,14,22.33333333333333,61.16666666666666,12.033333333333331,1013.1666666666666
74,2013-03-15,2013,March,15,24.166666666666668,45.833333333333336,7.716666666666668,1016.1666666666666
75,2013-03-16,2013,March,16,20.33333333333333,67.66666666666667,3.7,1016.1666666666666
76,2013-03-17,2013,March,17,22.666666666666668,58.66666666666666,8.95,1015.0
77,2013-03-18,2013,March,18,23.428571428571427,58.142857142857146,17.457142857142856,1009.4285714285714
78,2013-03-19,2013,March,19,22.5,73.66666666666667,10.483333333333333,1011.0
79,2013-03-20,2013,March,20,29.166666666666668,36.333333333333336,6.800000000000001,1009.5
80,2013-03-21,2013,March,21,23.83333333333333,58.5,10.5,1008.3333333333334
81,2013-03-22,2013,March,22,25.25,50.25,9.7125,1006.375
82,2013-03-23,2013,March,23,27.375,50.125,9.95,1007.625
83,2013-03-24,2013,March,24,27.0,48.75,10.8875,1010.25
84,2013-03-25,2013,March,25,23.5,45.5,15.9625,1010.625
85,2013-03-26,2013,March,26,24.142857142857142,44.57142857142857,12.957142857142856,1008.8571428571428
86,2013-03-27,2013,March,27,21.0,62.0,1.85,1009.0
87,2013-03-28,2013,March,28,22.428571428571427,62.71428571428572,7.4142857142857155,1009.5714285714286
88,2013-03-29,2013,March,29,21.25,70.375,5.550000000000001,1009.75
89,2013-03-30,2013,March,30,23.5,54.75,11.1125,1008.625
90,2013-03-31,2013,March,31,23.2,58.0,6.660000000000001,1008.6
91,2013-04-01,2013,April,01,25.375,45.5,4.4,1008.5
92,2013-04-02,2013,April,02,25.166666666666668,51.0,8.65,1009.5
93,2013-04-03,2013,April,03,26.2,45.6,8.14,1009.0
94,2013-04-04,2013,April,04,24.6,41.8,11.12,1007.8
95,2013-04-05,2013,April,05,25.6,31.0,15.56,1007.0
96,2013-04-06,2013,April,06,25.857142857142858,29.857142857142858,11.900000000000002,1006.1428571428572
97,2013-04-07,2013,April,07,29.142857142857142,23.285714285714285,10.314285714285717,1005.0
98,2013-04-08,2013,April,08,28.714285714285715,33.857142857142854,5.3,1006.0
99,2013-04-09,2013,April,09,30.166666666666668,30.5,8.65,1005.3333333333334
100,2013-04-10,2013,April,10,30.0,28.0,6.1,1006.7142857142856
101,2013-04-11,2013,April,11,30.0,24.2,7.780000000000001,1006.4
102,2013-04-12,2013,April,12,28.857142857142858,32.57142857142857,6.342857142857143,1007.5714285714286
103,2013-04-13,2013,April,13,30.2,29.2,10.000000000000002,1008.4
104,2013-04-14,2013,April,14,28.25,39.375,6.487499999999999,1007.0
105,2013-04-15,2013,April,15,28.25,41.375,6.25,1003.875
106,2013-04-16,2013,April,16,32.125,24.625,10.425,1000.0
107,2013-04-17,2013,April,17,29.2,24.2,6.659999999999999,1002.2
108,2013-04-18,2013,April,18,30.285714285714285,30.285714285714285,4.757142857142858,1002.8571428571428
109,2013-04-19,2013,April,19,28.285714285714285,31.285714285714285,3.971428571428571,1002.5714285714286
110,2013-04-20,2013,April,20,30.625,29.0,7.6375,1003.375
111,2013-04-21,2013,April,21,27.666666666666668,38.66666666666666,13.883333333333333,1006.8333333333334
112,2013-04-22,2013,April,22,27.375,45.375,7.650000000000001,1010.0
113,2013-04-23,2013,April,23,28.625,44.125,4.625000000000001,1009.875
114,2013-04-24,2013,April,24,30.285714285714285,41.71428571428572,2.1142857142857143,1008.5714285714286
115,2013-04-25,2013,April,25,31.142857142857142,38.285714285714285,3.7,1007.7142857142856
116,2013-04-26,2013,April,26,29.875,45.875,6.7125,1008.375
117,2013-04-27,2013,April,27,31.142857142857142,31.428571428571427,13.485714285714286,1007.0
118,2013-04-28,2013,April,28,30.571428571428573,28.0,12.971428571428572,1005.4285714285714
119,2013-04-29,2013,April,29,32.125,26.375,7.875,1004.875
120,2013-04-30,2013,April,30,31.142857142857142,32.0,7.928571428571429,1004.8571428571428
121,2013-05-01,2013,May,01,31.857142857142858,15.857142857142858,12.685714285714289,1002.8333333333334
122,2013-05-02,2013,May,02,29.83333333333333,22.166666666666668,11.433333333333335,1001.2
123,2013-05-03,2013,May,03,28.571428571428573,31.571428571428573,9.0,999.4285714285714
124,2013-05-04,2013,May,04,32.857142857142854,31.428571428571427,2.914285714285714,999.0
125,2013-05-05,2013,May,05,32.625,31.125,3.0125,1000.625
126,2013-05-06,2013,May,06,32.75,39.25,3.7,1001.625
127,2013-05-07,2013,May,07,32.875,33.25,7.175000000000001,1002.0
128,2013-05-08,2013,May,08,34.5,23.0,9.25,1001.1666666666666
129,2013-05-09,2013,May,09,34.285714285714285,26.0,8.985714285714284,1000.8571428571428
130,2013-05-10,2013,May,10,34.0,27.714285714285715,9.528571428571428,1000.1428571428572
131,2013-05-11,2013,May,11,30.75,30.375,14.8125,999.875
132,2013-05-12,2013,May,12,29.857142857142858,40.142857142857146,5.828571428571428,1003.7142857142856
133,2013-05-13,2013,May,13,31.714285714285715,34.0,3.971428571428572,1003.5714285714286
134,2013-05-14,2013,May,14,32.285714285714285,34.285714285714285,4.771428571428571,1001.5714285714286
